ml_name,side_effects,db_name
Alprostadil Urogenital,"['bleeding in the place where you administered this medication', 'bruising in the place where you administered this medication', 'pain in the penis', 'pain in the testicles', 'pain in the legs', 'pain in the perineum', 'aching in the penis', 'aching in the testicles', 'aching in the legs', 'aching in the perineum', 'warmth in the urinary opening of the penis', 'burning sensation in the urinary opening of the penis', 'redness of the penis', 'dizziness', 'rash', 'erection lasting more than 4 hours', 'redness of the erect penis', 'swelling of the erect penis', 'tenderness of the erect penis', 'unusual curving of the erect penis', 'breakage of the needle in the penis', 'nodules on the penis', 'hard areas on the penis', 'fast heartbeat', 'fainting', 'swollen veins in the legs']",Alprostadil
Alteplase Injection,"['bleeding', 'itching', 'rash', 'hives', 'swelling of face', 'swelling of eyelids', 'swelling of the lips ', 'swelling of mouth', 'swelling of tongue', 'swelling of throat', 'trouble breathing', 'throat tightness', 'chest tightness', 'feeling faint', 'vomiting blood', 'blood in the urine', 'blood in the stool', 'severe headache', 'nausea', 'vomiting', 'change in consciousness', 'change in wakefulness', 'weakness in face', 'weakness in arm', 'weakness in leg', 'numbness in face', 'numbness in arm', 'numbness in leg', 'loss of vision', 'seizures']",Alteplase
Pemetrexed Injection,"['nausea', 'vomiting', 'diarrhea', 'constipation', 'loss of appetite', 'change in ability to taste food', 'hair loss', 'rash', 'itching', 'tiredness', 'joint pain', 'blisters', 'skin sores', 'skin peeling', 'painful ulcers in your mouth', 'painful ulcers in your lips', 'painful ulcers in your nose', 'painful ulcers in your throat', 'painful ulcers in your genital area', 'swelling in an area previously treated with radiation', 'blistering in an area previously treated with radiation', 'rash that looks like a sunburn in an area previously treated with radiation', 'unusual bleeding', 'unusual bruising', 'sore throat', 'fever', 'chills', 'cough', 'signs of infection', 'chest pain', 'fast heartbeat', 'persistent cough', 'shortness of breath', 'extreme tiredness', 'extreme weakness', 'dizziness', 'faintness', 'weakness of an arm', 'weakness of a leg', 'numbness of an arm', 'numbness of a leg', 'pain in the hands', 'pain in the feet', 'burning in the hands', 'burning in the feet', 'numbness in the hands', 'numbness in the feet', 'tingling in the hands', 'tingling in the feet', 'pale skin', 'headache', 'hives', 'decreased urination']",Pemetrexed
Enoxaparin Injection,"['upset stomach', 'fever', 'irritation at site of injection', 'burning at site of injection', 'unusual bleeding', 'unusual bruising', 'black stools', 'bloody stools', 'blood in urine', 'swollen ankles', 'swollen feet']",Enoxaparin
Fluocinonide Topical,"['burning of the skin', 'itching of the skin', 'irritation of the skin', 'redness of the skin', 'drying of the skin', 'cracking of the skin', 'acne', 'change in skin color', 'bruising of the skin', 'shiny skin', 'tiny red bumps around the mouth', 'rash around the mouth', 'small white bumps on the skin', 'small red bumps on the skin', 'severe skin rash', 'redness in the place where you applied this medication', 'swelling in the place where you applied this medication', 'oozing pus in the place where you applied this medication', 'signs of skin infection in the place where you applied this medication', 'changes in the way fat is spread around the body', 'sudden weight gain', 'unusual tiredness', 'muscle weakness', 'depression', 'irritability']",Fluocinonide
Elotuzumab Injection,"['diarrhea', 'constipation', 'headache', 'vomiting', 'mood changes', 'weight loss', 'night sweats', 'numbness', 'decreased sense of touch', 'bone pain', 'muscle spasms', 'swelling of your arms', 'swelling of your legs', 'chills', 'sore throat', 'fever', 'cough', 'shortness of breath', 'pain upon urination', 'burning upon urination', 'painful rash', 'signs of infection', 'numbness in your arms', 'numbness in your legs', 'weakness in your arms', 'weakness in your legs', 'tingling in your arms', 'tingling in your legs', 'burning pain in your arms', 'burning pain in your legs', 'chest pain', 'nausea', 'extreme tiredness', 'lack of energy', 'loss of appetite', 'yellowing of the skin', 'yellowing of the eyes', 'dark urine', 'pale stools', 'confusion', 'pain in the upper right part of the stomach', 'vision changes']",Elotuzumab
Cholestyramine Resin,"['constipation', 'bloating', 'stomach pain', 'gas', 'upset stomach', 'vomiting', 'diarrhea', 'loss of appetite', 'heartburn', 'indigestion', 'unusual bleeding', 'bleeding from the gums', 'bleeding from the rectum']",Cholestyramine
Goserelin Implant,"['headache', 'hot flashes', 'sudden wave of mild body heat', 'sudden wave of intense body heat', 'sudden reddening of the face', 'sudden reddening of the neck', 'sudden reddening of the upper chest', 'sweating', 'scaly patches', 'red skin', 'dandruff on the scalp', 'dandruff on the face', 'acne', 'decrease in breast size in women', 'decreased sexual desire', 'decreased sexual ability', 'vaginal discharge', 'vaginal dryness', 'vaginal itching', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'unable to control emotions', 'frequent mood changes', 'pain at the place where this medication was inserted', 'itching at the place where this medication was inserted', 'swelling at the place where this medication was inserted', 'redness at the place where this medication was inserted', 'bone pain', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing', 'shortness of breath', 'chest pain', 'dizziness', 'pain in the arms', 'pain in the back', 'pain in the neck', 'pain in the jaw', 'slow speech', 'difficult speech', 'weakness of an arm', 'weakness of a leg', 'numbness of an arm', 'numbness of a leg', 'confusion', 'painful urination', 'difficult urination', 'frequent urination', 'extreme thirst', 'dry mouth', 'weakness', 'blurred vision', 'nausea', 'vomiting', 'breath that smells fruity', 'decreased consciousness', 'stomach pain', 'bloating', 'new depression', 'worsening depression']",Goserelin
Perfluorohexyloctane ophthalmic,"['blurred vision', 'red eyes']",Perfluorohexyloctane
Diazoxide Choline,"['unusual hair growth', 'joint pain', 'runny nose', 'sore throat', 'fever', 'rash', 'dry mouth', 'dark urine', 'decreased sweating', 'dry skin', 'signs of dehydration', 'swelling of the face', 'swelling of the hands', 'swelling of the arms', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'shortness of breath', 'difficulty breathing', 'cough', 'fast heartbeat', 'irregular heartbeat', 'chest pain']",Diazoxide
Arformoterol Oral Inhalation,"['nervousness', 'uncontrollable shaking of a part of the body', 'headache', 'dizziness', 'tiredness', 'lack of energy', 'not feeling well', 'flu symptoms', 'swelling of arms', 'swelling of legs', 'difficulty falling asleep', 'difficulty staying asleep', 'pain', 'back pain', 'diarrhea', 'nausea', 'vomiting', 'cramps', 'dry mouth', 'fast heartbeat', 'pounding heartbeat', 'chest pain', 'hives', 'rash', 'swelling of the eyes', 'swelling of the face', 'swelling of the tongue', 'swelling of the lips', 'swelling of the mouth', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'increased difficulty breathing', 'increased difficulty swallowing']",Arformoterol
Treosulfan Injection,"['nausea', 'vomiting', 'diarrhea', 'sores in the mouth', 'sores in the throat', 'stomach pain', 'constipation', 'headache', 'muscle pain', 'bone pain', 'swelling of the face', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'tiredness', 'pain in the place where this medication was injected', 'itching in the place where this medication was injected', 'redness in the place where this medication was injected', 'swelling in the place where this medication was injected', 'blisters in the place where this medication was injected', 'sores in the place where this medication was injected', 'fast heartbeat', 'irregular heartbeat', 'pounding heartbeat']",Treosulfan
Landiolol Injection,"['dizziness', 'faintness', 'pain at the site of injection', 'swelling at the site of injection', 'redness at the site of injection', 'slow heart rate', 'wheezing', 'coughing', 'difficulty breathing', 'difficulty swallowing', 'chest pain']",Landiolol
Eladocagene exuparvovec-tneq Injection,"['fever', 'excess salivation', 'trouble falling asleep', 'trouble staying asleep', 'feeling dizzy', 'feeling lightheaded', 'feeling tired', 'pale skin', 'shortness of breath', 'headache', 'cold hands', 'cold feet', 'brittle nails', 'hair loss', 'muscle weakness', 'muscle cramping', 'muscle spasms', 'muscle tremors', 'nausea', 'vomiting', 'loss of appetite', 'abnormal eye movements', 'involuntary movements of face', 'involuntary movements of arm', 'involuntary movements of leg', 'involuntary movements of body', 'fidgeting', 'writhing', 'wriggling', 'head bobbing', 'body swaying']",Eladocagene exuparvovec
Delandistrogene moxeparvovec-rokl Injection,"['nausea', 'vomiting', 'increased muscle pain', 'increased muscle tenderness', 'increased muscle weakness', 'difficulty breathing', 'difficulty swallowing', 'difficulty talking', 'coughing', 'wheezing', 'sneezing', 'runny nose', 'sore throat', 'fever', 'signs of infection', 'extreme tiredness', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'dark yellow urine', 'pale stools', 'shortness of breath', 'chest pain']",Delandistrogene moxeparvovec
Bamlanivimab Injection,"['diarrhea', 'bleeding at injection site', 'bruising at injection site', 'pain at injection site', 'soreness at injection site', 'swelling at injection site', 'fever', 'difficulty breathing', 'changes in heart rate', 'tiredness', 'weakness', 'confusion']",Bamlanivimab
Lixisenatide Injection,"['nausea', 'vomiting', 'diarrhea', 'constipation', 'indigestion', 'bloating', 'headache', 'pain at the injection site', 'itching at the injection site', 'redness at the injection site', 'ongoing pain that begins in the upper left of the stomach', 'ongoing pain that begins in the middle of the stomach', 'ongoing pain that may spread to the back', 'vomiting', 'hives', 'rash', 'itching', 'pounding heartbeat', 'fainting', 'feeling dizzy', 'swelling of the eyes', 'swelling of the face', 'swelling of the mouth', 'swelling of the tongue', 'swelling of the throat', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'difficulty swallowing', 'difficulty breathing', 'hoarseness', 'decreased urination', 'very dry mouth', 'very dry skin', 'extreme thirst', 'severe stomach problems']",Lixisenatide
Dorzolamide Ophthalmic,"['stinging in the eye after inserting the drops', 'burning in the eye after inserting the drops', 'discomfort in the eye after inserting the drops', 'bitter taste after inserting the drops', 'sensitivity to light', 'upset stomach', 'vomiting', 'itching eyes', 'redness of eyes', 'swelling of eyes', 'watery eyes', 'dryness', 'skin rash']",Dorzolamide
Secukinumab Injection,"['runny nose', 'stuffed nose', 'sneezing', 'sore throat', 'itching', 'diarrhea', 'rash', 'hives', 'itching', 'feeling faint', 'feeling lightheaded', 'swelling of the face', 'swelling of the eyes', 'swelling of the lips', 'swelling of the mouth', 'swelling of the throat', 'swelling of the tongue', 'trouble breathing', 'trouble swallowing', 'hoarseness', 'chest tightness', 'throat tightness', 'dry skin', 'peeling skin', 'itchy skin', 'blisters on the skin', 'bumps on the skin', 'red patches on the skin']",Secukinumab
Clobetasol Topical,"['burning of the skin', 'itching of the skin', 'irritation of the skin', 'redness of the skin', 'dryness of the skin', 'acne', 'tiny red bumps around the mouth', 'rash around the mouth', 'small white bumps on the skin', 'small red bumps on the skin', 'bruising of the skin', 'shiny skin', 'red blotches under the skin', 'red lines under the skin', 'purple blotches under the skin', 'purple lines under the skin', 'thin skin', 'fragile skin', 'dry skin', 'changes in skin color', 'redness in the place where you applied this medication', 'swelling in the place where you applied this medication', 'oozing pus in the place where you applied this medication', 'signs of skin infection in the place where you applied this medication', 'severe rash', 'skin sores', 'changes in the way fat is spread around the body', 'sudden weight gain', 'unusual tiredness', 'muscle weakness', 'depression', 'irritability']",Clobetasol
Clesrovimab-cfor Injection,"['swelling at the injection site', 'redness at the injection site', 'rash', 'hives', 'itching', 'swelling of the face', 'swelling of the tongue', 'swelling of the mouth', 'difficulty swallowing', 'difficulty breathing', 'bluish color of skin', 'bluish color of lips', 'bluish color of fingernails', 'muscle weakness']",Clesrovimab
Cefiderocol Injection,"['nausea', 'vomiting', 'diarrhea', 'constipation', 'swelling near the spot where this medication was injected', 'pain near the spot where this medication was injected', 'redness near the spot where this medication was injected', 'genital itching', 'white patches in mouth', 'seizures', 'rash', 'itching', 'hives', 'difficulty breathing', 'difficulty swallowing', 'wheezing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'severe diarrhea', 'watery stools', 'bloody stools', 'fever', 'stomach cramps']",Cefiderocol
Plerixafor Injection,"['nausea', 'vomiting', 'stomach pain', 'diarrhea', 'gas', 'dizziness', 'headache', 'excessive tiredness', 'difficulty falling asleep', 'difficulty staying asleep', 'joint pain', 'pain in the place where this medication was injected', 'redness in the place where this medication was injected', 'hardness in the place where this medication was injected', 'swelling in the place where this medication was injected', 'irritation in the place where this medication was injected', 'itching in the place where this medication was injected', 'bruising in the place where this medication was injected', 'bleeding in the place where this medication was injected', 'numbness in the place where this medication was injected', 'tingling in the place where this medication was injected', 'rash in the place where this medication was injected', 'pain in the left upper part of the stomach', 'pain in the shoulder', 'easy bruising', 'easy bleeding', 'swelling around the eyes', 'difficulty breathing', 'hives', 'fainting']",Plerixafor
Desonide Topical,"['stinging of the skin', 'burning of the skin', 'irritation of the skin', 'peeling of the skin', 'dryness of the skin', 'redness of the skin', 'itching', 'acne', 'tiny red bumps around the mouth', 'rash around the mouth', 'small white bumps on the skin', 'small red bumps on the skin', 'change in skin color', 'redness in the place where you applied this medication', 'swelling in the place where you applied this medication', 'oozing pus in the place where you applied this medication', 'signs of skin infection in the place where you applied this medication', 'severe rash']",Desonide
Halcinonide Topical,"['burning of the skin', 'itching of the skin', 'irritation of the skin', 'redness of the skin', 'drying of the skin', 'cracking of the skin', 'acne', 'changes in skin color', 'tiny red bumps around the mouth', 'rash around the mouth', 'unwanted hair growth', 'small white bumps on the skin', 'small red bumps on the skin', 'bruising of the skin', 'shiny skin', 'thin skin', 'fragile skin', 'dry skin', 'severe rash', 'redness in the place where you applied this medication', 'swelling in the place where you applied this medication', 'oozing pus in the place where you applied this medication', 'signs of skin infection in the place where you applied this medication']",Halcinonide
Fosphenytoin Injection,"['itching sensation', 'burning sensation', 'tingling sensation', 'uncontrollable eye movements', 'abnormal body movements', 'loss of coordination', 'confusion', 'dizziness', 'weakness', 'agitation', 'slurred speech', 'dry mouth', 'headache', 'changes in your sense of taste', 'vision problems', 'ringing of the ears', 'difficulty hearing', 'constipation', 'swelling at the injection site', 'discoloration at the injection site', 'pain at the injection site', 'blisters', 'rash', 'hives', 'swelling of the eyes', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'swollen glands', 'nausea', 'vomiting', 'yellowing of the skin', 'yellowing of the eyes', 'pain in upper right part of the stomach', 'excessive tiredness', 'unusual bruising', 'unusual bleeding', 'small red spots on skin', 'small purple spots on skin', 'loss of appetite', 'flu-like symptoms', 'fever', 'sore throat', 'rash', 'mouth ulcers', 'easy bruising', 'facial swelling', 'swelling of the arms', 'swelling of the hands', 'swelling of the ankles', 'swelling of the lower legs']",Fosphenytoin
Rozanolixizumab-noli,"['headache', 'diarrhea', 'rash', 'nausea', 'stomach pain', 'joint pain', 'bruising at site of injection', 'swelling at site of injection', 'redness at site of injection', 'fever', 'pain on urination', 'burning on urination', 'increased frequency of urination', 'cough', 'shortness of breath', 'difficulty breathing', 'headache', 'fatigue', 'stiff neck', 'drowsiness', 'unresponsiveness', 'sensitivity to bright lights', 'seizures']",Rozanolixizumab
Talc Intrapleural,"['pain', 'bleeding in the area where the chest tube was inserted', 'fever', 'shortness of breath', 'coughing up blood', 'fast heartbeat', 'chest pain', 'chest pressure', 'dizziness', 'fainting']",Talc
Linvoseltamab-gcpt Injection,"['joint pain', 'muscle pain', 'nausea', 'diarrhea', 'headache', 'shortness of breath', 'tiredness', 'weakness', 'extreme tiredness', 'loss of appetite', 'pain in upper right side of your stomach', 'dark urine', 'yellowing of the skin', 'yellowing of the eyes', 'sore throat', 'cough', 'fever', 'chills', 'signs of infection']",Linvoseltamab
Teniposide Injection,"['nausea', 'vomiting', 'sores in the mouth', 'sores in the tongue', 'diarrhea', 'hair loss', 'blurred vision', 'pale skin', 'excessive tiredness', 'headache', 'confusion', 'pain in the hands', 'pain in the feet', 'numbness in the hands', 'numbness in the feet', 'burning in the hands', 'burning in the feet', 'tingling in the hands', 'tingling in the feet', 'slow heartbeat', 'irregular heartbeat']",Teniposide
Tocilizumab Injection,"['headache', 'runny nose', 'sneezing', 'redness in the place where this medication was injected', 'itching in the place where this medication was injected', 'pain in the place where this medication was injected', 'swelling in the place where this medication was injected', 'constipation', 'diarrhea', 'anxiety', 'difficulty falling asleep', 'difficulty staying asleep', 'rash', 'flushing', 'hives', 'itching', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'wheezing', 'difficulty breathing', 'difficulty swallowing', 'dizziness', 'fainting', 'sweating', 'fast heartbeat', 'racing heartbeat', 'chest pain', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'fever', 'ongoing stomach-area pain', 'change in bowel habits', 'yellow eyes', 'yellow skin', 'right upper abdominal pain', 'unexplained bruising', 'unexplained bleeding', 'loss of appetite', 'confusion', 'yellow urine', 'brown-colored urine', 'pale stools']",Tocilizumab
Etranacogene dezaparvovec-drlb Injection,"['headache', 'nausea', 'tiredness', 'feeling unwell', 'unusual bleeding', 'unusual bruising']",Etranacogene dezaparvovec
Etelcalcetide Injection,"['nausea', 'vomiting', 'diarrhea', 'headache', 'rash', 'hives', 'itching', 'swelling of the face', 'tingling sensation on the skin', 'prickling sensation on the skin', 'burning sensation on the skin', 'muscle spasms', 'muscle pain', 'seizures', 'irregular heartbeat', 'fainting', 'shortness of breath', 'weakness', 'sudden weight gain', 'unexplained weight gain', 'new swelling in the ankles', 'new swelling in the legs', 'new swelling in the feet', 'worsening swelling in the ankles', 'worsening swelling in the legs', 'worsening swelling in the feet', 'bright red blood in vomit', 'vomit that looks like coffee-grounds', 'black stools', 'tarry stools', 'bright red stools']",Etelcalcetide
Netarsudil Ophthalmic,"['burning after instilling this medication', 'stinging after instilling this medication', 'eye pain after instilling this medication', 'discoloration of the eye', 'eye pain', 'blurriness', 'difficulty seeing', 'eye sensitivity to light', 'teary eyes', 'eye redness', 'eye lid redness']",Netarsudil
Crizanlizumab-tmca Injection,"['nausea', 'back pain', 'joint pain', 'fever', 'redness at the site where the injection was given', 'pain at the site where the injection was given', 'swelling at the site where the injection was given', 'burning at the site where the injection was given']",Crizanlizumab
Nadofaragene firadenovec-vncg Intravesical,"['leakage of urine', 'bladder spasms', 'frequent urination', 'urgent urination', 'painful urination', 'tiredness', 'chills', 'fever', 'blood in urine']",Nadofaragene firadenovec
Bebtelovimab Injection,"['bleeding at injection site', 'bruising at injection site', 'pain at injection site', 'soreness at injection site', 'swelling at injection site', 'itching', 'red skin', 'itchy skin', 'swollen skin', 'fever', 'difficulty breathing', 'changes in heart rate', 'tiredness', 'weakness', 'confusion']",Bebtelovimab
Nipocalimab-aahu Injection,"['diarrhea', 'nausea', 'stomach pain', 'back pain', 'muscle spasms', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'difficulty falling asleep', 'difficulty staying asleep', 'fever', 'chills', 'sore throat', 'cough', 'warm skin', 'red skin', 'painful skin', 'painful urination', 'frequent urination', 'signs of infection', 'rash', 'hives', 'itching', 'feeling faint', 'feeling lightheaded', 'swelling of the face', 'swelling of the eyes', 'swelling of the lips', 'swelling of the mouth', 'swelling of the throat', 'swelling of the tongue', 'trouble breathing', 'chest tightness', 'throat tightness']",Nipocalimab
Milrinone Injection,"['headache', 'pain at the site of injection', 'redness at the site of injection', 'swelling at the site of injection', 'changes in heartbeat', 'rash', 'hives', 'dizziness', 'difficulty breathing']",Milrinone
Nedosiran Injection,"['bruising at the injection site', 'pain at the injection site', 'redness at the injection site', 'rash at the injection site', 'tenderness at the injection site']",Nedosiran
Dulaglutide Injection,"['diarrhea', 'nausea', 'heartburn', 'decreased appetite', 'feeling tired', 'ongoing pain that begins in the upper left of the stomach', 'ongoing pain that begins in the middle of the stomach', 'pain that may spread to the back', 'vomiting', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing', 'swelling of the lips ', 'swelling of tongue', 'swelling of face', 'swelling of throat', 'vision changes', 'fast heartbeat', 'dizziness', 'fainting', 'pain in the upper stomach', 'fever', 'yellowing of skin', 'yellowing of eyes', 'clay-colored stools']",Dulaglutide
Epcoritamab-bysp Injection,"['tiredness', 'muscle pain', 'bone pain', 'bruising at the site of the injections', 'redness at the site of the injections', 'pain at the site of the injections', 'stomach pain', 'nausea', 'diarrhea', 'fever', 'cough', 'chest pain', 'painful rash', 'sore throat', 'difficult urination', 'painful urination', 'feeling weak', 'feeling unwell', 'unusual tiredness', 'shortness of breath', 'unusual bruising', 'unusual bleeding', 'weakness on one side of the body that worsens over time', 'clumsiness of the arms', 'clumsiness of the legs', 'changes in your thinking', 'changes in your memory', 'changes in your walking', 'changes in your balance', 'changes in your eyesight', 'changes in your strength that last several days', 'confusion', 'personality changes']",Epcoritamab
Zavegepant Nasal Spray,"['change in how things taste', 'loss of taste', 'nasal discomfort', 'nausea', 'vomiting', 'rash', 'hives', 'itching', 'difficulty breathing', 'swelling of the face', 'swelling of the throat', 'swelling around the mouth', 'swelling around the eyes', 'fingers feeling numb', 'fingers feeling cool', 'fingers feeling painful', 'fingers changing color', 'toes feeling numb', 'toes feeling cool', 'toes feeling painful', 'toes changing color']",Zavegepant
Tazarotene Topical,"['itching', 'burning', 'redness', 'rash', 'peeling', 'stinging', 'pain', 'dryness', 'swelling', 'discoloration', 'irritation of the eyelid', 'irritation of the eye', 'swelling of the eyelid', 'swelling of the eye', 'chapped lips', 'inflamed lips', 'swelling in arms', 'swelling in legs']",Tazarotene
DaxibotulinumtoxinA-lanm,"['pain in the place where you received the injection', 'tenderness in the place where you received the injection', 'swelling in the place where you received the injection', 'redness in the place where you received the injection', 'bleeding in the place where you received the injection', 'bruising in the place where you received the injection', 'headache', 'back pain', 'bone pain', 'muscle pain', 'joint pain', 'nasal congestion', 'sore throat', 'runny nose', 'frequent urination', 'pain when you urinate', 'double vision', 'blurred vision', 'decreased vision', 'eyelid swelling', 'light sensitivity', 'blurred vision', 'difficulty moving the face', 'dry eyes', 'irritated eyes', 'painful eyes', 'irregular heartbeat', 'chest pain', 'difficulty moving the face', 'shortness of breath', 'wheezing', 'fainting', 'dizziness', 'rash', 'hives', 'itching']",DaxibotulinumtoxinA
Rezafungin Injection,"['diarrhea', 'nausea', 'vomiting', 'abdominal pain', 'constipation', 'fever', 'fatigue', 'weakness', 'tremors', 'swelling of face', 'swelling of tongue', 'swelling of throat', 'swelling of the lips ', 'chest tightness', 'flushing', 'itching', 'lower abdominal pain', 'yellowing of skin', 'yellowing of eyes', 'dark urine', 'abdominal swelling', 'pale stool color']",Rezafungin
Etripamil nasal spray,"['stuffy nose', 'runny nose', 'nose discomfort', 'nose irritation', 'throat discomfort', 'throat irritation', 'nose bleed']",Etripamil
Cyclopentolate Ophthalmic,"['stinging in the eye', 'burning in the eye', 'discomfort in the eye', 'itching of the eye', 'redness of the eye', 'redness of the eye', 'swelling of the eye', 'symptoms of pink eye', 'problems with coordination', 'slurred speech', 'restlessness', 'drowsiness', 'hallucinations', 'hyperactivity', 'changes in behavior', 'seizures', 'mental confusion', 'failure to recognize people', 'rash', 'bloating of the abdomen', 'fever', 'difficulty urinating', 'decreased sweating', 'dry mouth']",Cyclopentolate
Natalizumab Injection,"['headache', 'extreme tiredness', 'drowsiness', 'joint pain', 'joint swelling', 'pain in arms', 'pain in legs', 'back pain', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'muscle cramps', 'stomach pain', 'diarrhea', 'heartburn', 'constipation', 'gas', 'weight gain', 'weight loss', 'depression', 'night sweats', 'painful menstruation', 'irregular menstruation', 'missed menstruation', 'swelling of the vagina', 'redness of the vagina', 'burning of the vagina', 'itching of the vagina', 'white vaginal discharge', 'difficulty controlling urination', 'tooth pain', 'mouth sores', 'rash', 'dry skin', 'itching', 'sore throat', 'fever', 'cough', 'chills', 'flu like symptoms', 'stomach cramps', 'diarrhea', 'frequent urination', 'painful urination', 'sudden need to urinate right away', 'signs of infection', 'yellowing of the skin', 'yellowing of the eyes', 'nausea', 'vomiting', 'extreme tiredness', 'loss of appetite', 'dark urine', 'right upper abdominal pain', 'sudden fever', 'severe headache', 'confusion', 'vision changes', 'eye redness', 'eye pain', 'unusual bleeding', 'unusual bruising', 'small round red spots on the skin', 'small round purple-colored spots on the skin', 'heavy menstrual bleeding']",Natalizumab
Burosumab-twza Injection,"['headache', 'vomiting', 'fever', 'pain in arms', 'pain in legs', 'pain in back', 'muscle pain', 'constipation', 'dizziness', 'redness near the spot that this medication was injected', 'redness at the spot that this medication was injected', 'rash near the spot that this medication was injected', 'rash at the spot that this medication was injected', 'hives near the spot that this medication was injected', 'hives at the spot that this medication was injected', 'itching near the spot that this medication was injected', 'itching at the spot that this medication was injected', 'swelling near the spot that this medication was injected', 'swelling at the spot that this medication was injected', 'pain near the spot that this medication was injected', 'pain at the spot that this medication was injected', 'bruising near the spot that this medication was injected', 'bruising at the spot that this medication was injected', 'rash', 'hives', 'discomfort in the legs', 'a strong urge to move the legs, especially at night and when sitting or lying down']",Burosumab
Mogamulizumab-kpkc Injection,"['constipation', 'muscle spasms', 'muscle pain', 'tiredness', 'fatigue', 'headache', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'decreased appetite', 'changes in weight', 'difficulty falling asleep', 'difficulty staying asleep', 'depression', 'dry skin', 'hair loss', 'rash', 'skin pain', 'itching', 'blistering', 'peeling', 'painful sores in the mouth', 'painful sores in the nose', 'painful sores in the throat', 'painful sores in the genital area', 'ulcers in the mouth', 'ulcers in the nose', 'ulcers in the throat', 'ulcers in the genital area', 'fever', 'cough', 'sore throat', 'chills', 'flu-like symptoms', 'signs of infection', 'nausea', 'diarrhea', 'stomach pain', 'painful urination', 'frequent urination', 'easy bruising', 'easy bleeding']",Mogamulizumab
Vinorelbine Injection,"['nausea', 'vomiting', 'diarrhea', 'loss of appetite', 'weight loss', 'change in ability to taste food', 'sores in the mouth', 'sores in the throat', 'hearing loss', 'muscle pain', 'joint pain', 'hair loss', 'lack of energy', 'not feeling well', 'tiredness', 'shortness of breath', 'difficulty breathing', 'cough', 'constipation', 'stomach pain', 'nausea', 'vomiting', 'unusual bleeding', 'unusual bruising', 'hives', 'itching', 'rash', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'blistering skin', 'peeling skin', 'yellowing of skin', 'yellowing of eyes', 'dark colored urine', 'light colored stool', 'numbness', 'tingling feeling on skin', 'sensitive skin', 'decreased sense of touch', 'muscle weakness', 'fever', 'chills', 'sore throat', 'signs of infection', 'chest pain', 'shortness of breath', 'coughing up blood', 'red arm or leg', 'swollen arm or leg', 'tender arm or leg', 'warm arm or leg']",Vinorelbine
Trastuzumab Injection,"['diarrhea', 'constipation', 'stomach pain', 'heartburn', 'loss of appetite', 'back pain', 'bone pain', 'joint pain', 'muscle pain', 'difficulty falling asleep', 'difficulty staying asleep', 'hot flashes', 'numbness in the arms', 'numbness in the hands', 'numbness in the feet', 'numbness in the legs', 'burning in the arms', 'burning in the hands', 'burning in the feet', 'burning in the legs', 'tingling in the arms', 'tingling in the hands', 'tingling in the feet', 'tingling in the legs', 'changes in the appearance of nails', 'acne', 'depression', 'sore throat', 'fever', 'chills', 'difficulty urinating', 'pain when urinating', 'signs of infection', 'nosebleeds', 'unusual bruising', 'unusual bleeding', 'excessive tiredness', 'pale skin', 'nausea', 'vomiting', 'loss of appetite', 'fatigue', 'rapid heart beat', 'dark urine', 'decreased amount of urine', 'stomach pain', 'seizures', 'hallucinations', 'muscle cramps', 'muscle spasms']",Trastuzumab
